,Min_degree_name,Min_degree,Max_degree_name,Max_degree,Min_Indegree_name,Max_Indegree_name,Min_Outdegree_name,Max_Outdegree_name,Density,Diameter,Modularity,Page Rank(x=1),Page Rank(x=0.5)
0,DL Chahar,2,RD Gaikwad,9,SM Curran: 1,F du Plessis: 6,DJ Bravo: 0,RA Jadeja: 6,0.25757575757575757,3,0.12413494809688573,Node SN Thakur = 0.05882564184510173,Node SN Thakur = 0.07814028102049739
