,Min_degree_name,Min_degree,Max_degree_name,Max_degree,Min_Indegree_name,Max_Indegree_name,Min_Outdegree_name,Max_Outdegree_name,Density,Diameter,Modularity,Page Rank(x=1),Page Rank(x=0.5)
0,NA Saini,1,GJ Maxwell,12,Washington Sundar: 0,GJ Maxwell: 8,YS Chahal: 0,AB de Villiers: 5,0.14619883040935672,3,-0.0002000000000001,Node YS Chahal = 0.020002212464673416,Node YS Chahal = 0.03884289133408733
