,Min_degree_name,Min_degree,Max_degree_name,Max_degree,Min_Indegree_name,Max_Indegree_name,Min_Outdegree_name,Max_Outdegree_name,Density,Diameter,Modularity,Page Rank(x=1),Page Rank(x=0.5)
0,Avesh Khan,1,RR Pant,12,Avesh Khan: 0,RR Pant: 7,TK Curran: 0,SO Hetmyer: 6,0.17916666666666667,3,0.03975121687398585,Node TK Curran = 0.03488447807168463,Node TK Curran = 0.04965956311708039
