,Min_degree_name,Min_degree,Max_degree_name,Max_degree,Min_Indegree_name,Max_Indegree_name,Min_Outdegree_name,Max_Outdegree_name,Density,Diameter,Modularity,Page Rank(x=1),Page Rank(x=0.5)
0,KL Nagarkoti,1,N Rana,10,TG Southee: 0,N Rana: 7,Harbhajan Singh: 0,KD Karthik: 6,0.1437908496732026,4,0.14462809917355376,Node VR Iyer = 0.04545227081648875,Node VR Iyer = 0.04534771923430149
